-9.262574508872689627e-01, -1.088595809421947891e+00, 9.386598028408855710e-01, 3.012604089145352049e-01, 7.637584853693882847e-01, -1.344496289013896728e+00, 6.907609652835012826e-01, -8.890763498026367229e-01, -8.728931483191239016e-01, -1.215768077524869151e+00, -4.743034001800442434e-01, -5.080159419064196324e-01, 7.487175362703325267e-03, -6.133753313877478019e-01, 1.069380957370603236e+00
-6.678377190744503311e-01, -1.088595809421947891e+00, 9.386598028408855710e-01, 3.012604089145352049e-01, 7.646351384992353672e-01, -1.344496289013896728e+00, 6.907609652835012826e-01, -5.306116909574054574e-01, -8.235203628685737742e-01, -1.215768077524869151e+00, -4.743034001800442434e-01, -5.080159419064196324e-01, 2.307530696535471659e-02, -5.325481435553121035e-01, 1.240373144993299315e+00
-6.678377190744503311e-01, -1.088595809421947891e+00, 9.386598028408855710e-01, 3.012604089145352049e-01, 7.646351384992353672e-01, -1.344496289013896728e+00, 6.907609652835012826e-01, -5.306116909574054574e-01, -7.686729083013745800e-01, -1.174309019537880250e+00, -4.318237947468816507e-01, -5.080159419064196324e-01, 9.903791583767932449e-01, -5.325481435553121035e-01, 1.457326386462126866e+00
-6.678377190744503311e-01, -1.088595809421947891e+00, 9.386598028408855710e-01, 3.012604089145352049e-01, 7.646351384992353672e-01, -8.749699277646818540e-01, 6.907609652835012826e-01, -5.306116909574054574e-01, -7.686729083013745800e-01, -1.174309019537880250e+00, -4.318237947468816507e-01, -5.080159419064196324e-01, 1.209537491629335770e+00, -5.325481435553121035e-01, 1.457326386462126866e+00
-6.678377190744503311e-01, -1.088595809421947891e+00, 9.386598028408855710e-01, 3.012604089145352049e-01, 7.646351384992353672e-01, -7.367057327644314091e-01, 6.907609652835012826e-01, -5.306116909574054574e-01, -7.686729083013745800e-01, -6.789335830062075416e-01, -4.318237947468816507e-01, -5.080159419064196324e-01, 1.209537491629335770e+00, -5.212382979453168419e-01, 1.457326386462126866e+00
-6.678377190744503311e-01, -1.088595809421947891e+00, 9.386598028408855710e-01, 3.012604089145352049e-01, 7.646351384992353672e-01, -6.033018252145362359e-01, 6.907609652835012826e-01, -4.697718446217268862e-01, -7.686729083013745800e-01, -6.789335830062075416e-01, -4.318237947468816507e-01, -5.080159419064196324e-01, 1.209537491629335770e+00, -3.236036181436466319e-01, 1.457326386462126866e+00
-6.678377190744503311e-01, -1.088595809421947891e+00, 9.386598028408855710e-01, 3.012604089145352049e-01, 7.646351384992353672e-01, -4.278790939038114582e-01, 6.907609652835012826e-01, -4.697718446217268862e-01, -7.686729083013745800e-01, -6.789335830062075416e-01, -4.318237947468816507e-01, -5.080159419064196324e-01, 1.209537491629335770e+00, 5.434057859689014891e-02, 1.457326386462126866e+00
-6.678377190744503311e-01, -1.088595809421947891e+00, 9.386598028408855710e-01, 3.012604089145352049e-01, 7.646351384992353672e-01, -4.278790939038114582e-01, 6.907609652835012826e-01, -4.697718446217268862e-01, -7.686729083013745800e-01, -6.789335830062075416e-01, -3.556672527697270492e-01, -5.080159419064196324e-01, 1.209537491629335770e+00, 2.549909806531243661e-01, 1.457326386462126866e+00
-6.678377190744503311e-01, -1.088595809421947891e+00, 9.386598028408855710e-01, 3.012604089145352049e-01, 7.646351384992353672e-01, -4.278790939038114582e-01, 9.731325877651223477e-01, -4.320833024461304683e-01, -7.686729083013745800e-01, 7.733434977663612431e-01, -3.556672527697270492e-01, -5.080159419064196324e-01, 1.287327609164233611e+00, 7.510568676378088782e-01, 1.457326386462126866e+00
-6.678377190744503311e-01, -1.088595809421947891e+00, 9.386598028408855710e-01, 3.012604089145352049e-01, 7.646351384992353672e-01, 2.493065801534011527e-01, 1.248682100842509968e+00, -4.320833024461304683e-01, -7.686729083013745800e-01, 7.733434977663612431e-01, -3.556672527697270492e-01, -5.080159419064196324e-01, 1.287327609164233611e+00, 7.510568676378088782e-01, 1.457326386462126866e+00
-6.678377190744503311e-01, -1.088595809421947891e+00, 9.386598028408855710e-01, 3.012604089145352049e-01, 7.646351384992353672e-01, 3.462210331731960244e-01, 1.248682100842509968e+00, -4.320833024461304683e-01, -7.686729083013745800e-01, 7.733434977663612431e-01, -3.556672527697270492e-01, -5.080159419064196324e-01, 1.367675744253868730e+00, 7.510568676378088782e-01, 2.407237716432672592e+00
-6.678377190744503311e-01, -1.088595809421947891e+00, 9.386598028408855710e-01, 3.012604089145352049e-01, 7.948681123456167175e-01, 4.892824088252791803e-01, 1.248682100842509968e+00, -4.231237008153978518e-01, -7.686729083013745800e-01, 7.733434977663612431e-01, -3.445103748612369787e-01, -3.996344488734398515e-01, 1.367675744253868730e+00, 7.510568676378088782e-01, 2.407237716432672592e+00
-6.678377190744503311e-01, -1.088595809421947891e+00, 9.386598028408855710e-01, 3.012604089145352049e-01, 7.948681123456167175e-01, 4.892824088252791803e-01, 1.536057131134709097e+00, -2.596840790179756886e-01, -7.686729083013745800e-01, 7.733434977663612431e-01, 3.246660347267393276e-01, -3.996344488734398515e-01, 1.367675744253868730e+00, 7.510568676378088782e-01, 2.407237716432672592e+00
-6.678377190744503311e-01, -1.088595809421947891e+00, 9.386598028408855710e-01, 3.012604089145352049e-01, 7.948681123456167175e-01, 4.892824088252791803e-01, 1.536057131134709097e+00, -2.596840790179756886e-01, -7.686729083013745800e-01, 7.733434977663612431e-01, 3.246660347267393276e-01, -3.360181478722617521e-01, 1.436315130262996176e+00, 7.510568676378088782e-01, 2.407237716432672592e+00
-6.678377190744503311e-01, -1.088595809421947891e+00, 9.386598028408855710e-01, 3.012604089145352049e-01, 7.948681123456167175e-01, 4.892824088252791803e-01, 1.536057131134709097e+00, -2.596840790179756886e-01, -7.686729083013745800e-01, 7.733434977663612431e-01, 3.246660347267393276e-01, -1.247223183235330740e-01, 1.436315130262996176e+00, 7.510568676378088782e-01, 2.407237716432672592e+00
